Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","2161","Aceite, soja","2023","2023","toneladas","579400","X","Cifra de fuente externa","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2005","2005","ha","2465258","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2005","2005","kg/ha","1631.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2005","2005","toneladas","4021720","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2006","2006","ha","2483697","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2006","2006","kg/ha","2286.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2006","2006","toneladas","5679021","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2007","2007","ha","2470162","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2007","2007","kg/ha","2485.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2007","2007","toneladas","6140251","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2008","2008","ha","2450471","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2008","2008","kg/ha","2273.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2008","2008","toneladas","5570727","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2009","2009","ha","2449828","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2009","2009","kg/ha","2846","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2009","2009","toneladas","6972094","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2010","2010","ha","2475466","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2010","2010","kg/ha","2907.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2010","2010","toneladas","7197600","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2011","2011","ha","2503675","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2011","2011","kg/ha","3123.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2011","2011","toneladas","7820060","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2012","2012","ha","2504261","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2012","2012","kg/ha","1537.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2012","2012","toneladas","3849300","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2013","2013","ha","2507000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2013","2013","kg/ha","3700.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2013","2013","toneladas","9276100","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2014","2014","ha","2515800","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2014","2014","kg/ha","1812.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2014","2014","toneladas","4560400","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2015","2015","ha","2351370","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2015","2015","kg/ha","2529.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2015","2015","toneladas","5947700","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2016","2016","ha","2521694","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2016","2016","kg/ha","2808.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2016","2016","toneladas","7082550","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2017","2017","ha","2554829","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2017","2017","kg/ha","2563.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2017","2017","toneladas","6549499","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2018","2018","ha","2579000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2018","2018","kg/ha","3807.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2018","2018","toneladas","9819570","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2019","2019","ha","2601900","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2019","2019","kg/ha","2292.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2019","2019","toneladas","5965080","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2020","2020","ha","2623720","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2020","2020","kg/ha","3101.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2020","2020","toneladas","8137810","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2021","2021","ha","2623290","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2021","2021","kg/ha","3147.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2021","2021","toneladas","8256550","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2022","2022","ha","2635280","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2022","2022","kg/ha","1495.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2022","2022","toneladas","3940070","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2023","2023","ha","2651110","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2023","2023","kg/ha","1924.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2023","2023","toneladas","5101010","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01450","Aceitunas, olivas","2024","2024","ha","2645680","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01450","Aceitunas, olivas","2024","2024","kg/ha","3141.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01450","Aceitunas, olivas","2024","2024","toneladas","8310250","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01311","Aguacates","2005","2005","ha","9907","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01311","Aguacates","2005","2005","kg/ha","7569.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01311","Aguacates","2005","2005","toneladas","74994","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01311","Aguacates","2006","2006","ha","9801","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01311","Aguacates","2006","2006","kg/ha","8144.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01311","Aguacates","2006","2006","toneladas","79824","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01311","Aguacates","2007","2007","ha","9980","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01311","Aguacates","2007","2007","kg/ha","8228.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01311","Aguacates","2007","2007","toneladas","82116","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01311","Aguacates","2008","2008","ha","10023","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01311","Aguacates","2008","2008","kg/ha","7341.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01311","Aguacates","2008","2008","toneladas","73585","A","Cifra oficial",""
