Agric_ONU_ID,Área,Elemento,Producto,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
309,España,Producción,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2009,toneladas,5314.0,A,Cifra oficial
310,España,Área cosechada,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2010,ha,1708.0,A,Cifra oficial
311,España,Rendimiento,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2010,kg/ha,2858.3,A,Cifra oficial
312,España,Producción,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2010,toneladas,4882.0,A,Cifra oficial
313,España,Área cosechada,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2011,ha,1858.0,A,Cifra oficial
314,España,Rendimiento,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2011,kg/ha,3045.2,A,Cifra oficial
315,España,Producción,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2011,toneladas,5658.0,A,Cifra oficial
316,España,Área cosechada,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2012,ha,1769.0,A,Cifra oficial
317,España,Rendimiento,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2012,kg/ha,3195.0,A,Cifra oficial
318,España,Producción,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2012,toneladas,5652.0,A,Cifra oficial
319,España,Área cosechada,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2013,ha,1553.0,A,Cifra oficial
320,España,Rendimiento,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2013,kg/ha,2786.2,A,Cifra oficial
321,España,Producción,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2013,toneladas,4327.0,A,Cifra oficial
322,España,Área cosechada,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2014,ha,1541.0,I,Valor imputado por una agencia receptora
323,España,Rendimiento,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2014,kg/ha,2942.0,E,Valor estimado
324,España,Producción,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2014,toneladas,4534.94,I,Valor imputado por una agencia receptora
325,España,Área cosechada,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2015,ha,1683.0,I,Valor imputado por una agencia receptora
326,España,Rendimiento,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2015,kg/ha,2953.8,E,Valor estimado
327,España,Producción,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2015,toneladas,4970.25,I,Valor imputado por una agencia receptora
328,España,Área cosechada,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2016,ha,1950.0,A,Cifra oficial
329,España,Rendimiento,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2016,kg/ha,2936.5,A,Cifra oficial
330,España,Producción,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2016,toneladas,5726.13,A,Cifra oficial
331,España,Área cosechada,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2017,ha,2107.0,A,Cifra oficial
332,España,Rendimiento,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2017,kg/ha,3074.5,A,Cifra oficial
333,España,Producción,"Ajíes y pimientos secos (caspicum y pimenta), en bruto",2017,toneladas,6478.0,A,Cifra oficial
334,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2005,ha,23672.0,A,Cifra oficial
335,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2005,kg/ha,44793.9,A,Cifra oficial
336,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2005,toneladas,1060362.0,A,Cifra oficial
337,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2006,ha,23699.0,A,Cifra oficial
338,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2006,kg/ha,48431.3,A,Cifra oficial
339,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2006,toneladas,1147774.0,A,Cifra oficial
340,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2007,ha,21798.0,A,Cifra oficial
341,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2007,kg/ha,48515.1,A,Cifra oficial
342,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2007,toneladas,1057533.0,A,Cifra oficial
343,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2008,ha,18861.0,A,Cifra oficial
344,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2008,kg/ha,48679.3,A,Cifra oficial
345,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2008,toneladas,918140.0,A,Cifra oficial
346,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2009,ha,19099.0,A,Cifra oficial
347,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2009,kg/ha,48808.4,A,Cifra oficial
348,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2009,toneladas,932191.0,A,Cifra oficial
349,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2010,ha,18139.0,A,Cifra oficial
350,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2010,kg/ha,48274.8,A,Cifra oficial
351,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2010,toneladas,875657.0,A,Cifra oficial
352,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2011,ha,17739.0,A,Cifra oficial
353,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2011,kg/ha,51924.5,A,Cifra oficial
354,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2011,toneladas,921089.0,A,Cifra oficial
355,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2012,ha,17440.0,A,Cifra oficial
356,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2012,kg/ha,55636.2,A,Cifra oficial
357,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2012,toneladas,970296.0,A,Cifra oficial
358,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2013,ha,18100.0,A,Cifra oficial
359,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2013,kg/ha,55226.5,A,Cifra oficial
360,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2013,toneladas,999600.0,A,Cifra oficial
361,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2014,ha,18513.0,A,Cifra oficial
362,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2014,kg/ha,61056.6,A,Cifra oficial
363,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2014,toneladas,1130340.0,A,Cifra oficial
364,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2015,ha,18263.0,A,Cifra oficial
365,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2015,kg/ha,60369.2,A,Cifra oficial
366,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2015,toneladas,1102522.0,A,Cifra oficial
367,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2016,ha,19623.0,A,Cifra oficial
368,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2016,kg/ha,59911.1,A,Cifra oficial
369,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2016,toneladas,1175635.0,A,Cifra oficial
370,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2017,ha,20498.0,A,Cifra oficial
371,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2017,kg/ha,62343.1,A,Cifra oficial
372,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2017,toneladas,1277908.0,A,Cifra oficial
373,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2018,ha,20580.0,A,Cifra oficial
374,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2018,kg/ha,61975.7,A,Cifra oficial
375,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2018,toneladas,1275460.0,A,Cifra oficial
376,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2019,ha,21430.0,A,Cifra oficial
377,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2019,kg/ha,65440.0,A,Cifra oficial
378,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2019,toneladas,1402380.0,A,Cifra oficial
379,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2020,ha,21750.0,A,Cifra oficial
380,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2020,kg/ha,67717.2,A,Cifra oficial
381,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2020,toneladas,1472850.0,A,Cifra oficial
382,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2021,ha,22240.0,A,Cifra oficial
383,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2021,kg/ha,67965.8,A,Cifra oficial
384,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2021,toneladas,1511560.0,A,Cifra oficial
385,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2022,ha,22260.0,A,Cifra oficial
386,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2022,kg/ha,68880.5,A,Cifra oficial
387,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2022,toneladas,1533280.0,A,Cifra oficial
388,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2023,ha,21670.0,A,Cifra oficial
389,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2023,kg/ha,64136.1,A,Cifra oficial
390,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2023,toneladas,1389830.0,A,Cifra oficial
391,España,Área cosechada,"Ajíes y pimientos, verdes (capsicum y pimenta)",2024,ha,23500.0,A,Cifra oficial
392,España,Rendimiento,"Ajíes y pimientos, verdes (capsicum y pimenta)",2024,kg/ha,64621.7,A,Cifra oficial
393,España,Producción,"Ajíes y pimientos, verdes (capsicum y pimenta)",2024,toneladas,1518610.0,A,Cifra oficial
394,España,Área cosechada,Ajo verde,2005,ha,17331.0,A,Cifra oficial
395,España,Rendimiento,Ajo verde,2005,kg/ha,7870.3,A,Cifra oficial
396,España,Producción,Ajo verde,2005,toneladas,136400.0,A,Cifra oficial
397,España,Área cosechada,Ajo verde,2006,ha,15860.0,A,Cifra oficial
398,España,Rendimiento,Ajo verde,2006,kg/ha,9166.0,A,Cifra oficial
399,España,Producción,Ajo verde,2006,toneladas,145372.0,A,Cifra oficial
400,España,Área cosechada,Ajo verde,2007,ha,16686.0,A,Cifra oficial
401,España,Rendimiento,Ajo verde,2007,kg/ha,9089.9,A,Cifra oficial
402,España,Producción,Ajo verde,2007,toneladas,151674.0,A,Cifra oficial
403,España,Área cosechada,Ajo verde,2008,ha,15473.0,A,Cifra oficial
404,España,Rendimiento,Ajo verde,2008,kg/ha,8635.0,A,Cifra oficial
405,España,Producción,Ajo verde,2008,toneladas,133610.0,A,Cifra oficial
406,España,Área cosechada,Ajo verde,2009,ha,15919.0,A,Cifra oficial
407,España,Rendimiento,Ajo verde,2009,kg/ha,9710.8,A,Cifra oficial
408,España,Producción,Ajo verde,2009,toneladas,154587.0,A,Cifra oficial
409,España,Área cosechada,Ajo verde,2010,ha,14850.0,A,Cifra oficial
410,España,Rendimiento,Ajo verde,2010,kg/ha,9196.0,A,Cifra oficial
411,España,Producción,Ajo verde,2010,toneladas,136561.0,A,Cifra oficial
412,España,Área cosechada,Ajo verde,2011,ha,15750.0,A,Cifra oficial
413,España,Rendimiento,Ajo verde,2011,kg/ha,8937.3,A,Cifra oficial
414,España,Producción,Ajo verde,2011,toneladas,140762.0,A,Cifra oficial
415,España,Área cosechada,Ajo verde,2012,ha,17494.0,A,Cifra oficial
416,España,Rendimiento,Ajo verde,2012,kg/ha,8823.8,A,Cifra oficial
417,España,Producción,Ajo verde,2012,toneladas,154363.0,A,Cifra oficial
418,España,Área cosechada,Ajo verde,2013,ha,18800.0,A,Cifra oficial
419,España,Rendimiento,Ajo verde,2013,kg/ha,9234.0,A,Cifra oficial
420,España,Producción,Ajo verde,2013,toneladas,173600.0,A,Cifra oficial
421,España,Área cosechada,Ajo verde,2014,ha,20963.0,A,Cifra oficial
422,España,Rendimiento,Ajo verde,2014,kg/ha,8463.5,A,Cifra oficial
423,España,Producción,Ajo verde,2014,toneladas,177420.0,A,Cifra oficial
424,España,Área cosechada,Ajo verde,2015,ha,19996.0,A,Cifra oficial
425,España,Rendimiento,Ajo verde,2015,kg/ha,8922.6,A,Cifra oficial
426,España,Producción,Ajo verde,2015,toneladas,178416.0,A,Cifra oficial
427,España,Área cosechada,Ajo verde,2016,ha,24317.0,A,Cifra oficial
428,España,Rendimiento,Ajo verde,2016,kg/ha,8627.5,A,Cifra oficial
429,España,Producción,Ajo verde,2016,toneladas,209795.0,A,Cifra oficial
430,España,Área cosechada,Ajo verde,2017,ha,26630.0,A,Cifra oficial
431,España,Rendimiento,Ajo verde,2017,kg/ha,10315.9,A,Cifra oficial
432,España,Producción,Ajo verde,2017,toneladas,274712.0,A,Cifra oficial
433,España,Área cosechada,Ajo verde,2018,ha,28430.0,A,Cifra oficial
434,España,Rendimiento,Ajo verde,2018,kg/ha,9619.4,A,Cifra oficial
435,España,Producción,Ajo verde,2018,toneladas,273480.0,A,Cifra oficial
436,España,Área cosechada,Ajo verde,2019,ha,27350.0,A,Cifra oficial
437,España,Rendimiento,Ajo verde,2019,kg/ha,9921.4,A,Cifra oficial
438,España,Producción,Ajo verde,2019,toneladas,271350.0,A,Cifra oficial
439,España,Área cosechada,Ajo verde,2020,ha,27940.0,A,Cifra oficial
440,España,Rendimiento,Ajo verde,2020,kg/ha,9631.0,A,Cifra oficial
441,España,Producción,Ajo verde,2020,toneladas,269090.0,A,Cifra oficial
442,España,Área cosechada,Ajo verde,2021,ha,29830.0,A,Cifra oficial
443,España,Rendimiento,Ajo verde,2021,kg/ha,10584.0,A,Cifra oficial
444,España,Producción,Ajo verde,2021,toneladas,315720.0,A,Cifra oficial
445,España,Área cosechada,Ajo verde,2022,ha,29800.0,A,Cifra oficial
446,España,Rendimiento,Ajo verde,2022,kg/ha,9459.7,A,Cifra oficial
447,España,Producción,Ajo verde,2022,toneladas,281900.0,A,Cifra oficial
448,España,Área cosechada,Ajo verde,2023,ha,25640.0,A,Cifra oficial
449,España,Rendimiento,Ajo verde,2023,kg/ha,7579.6,A,Cifra oficial
450,España,Producción,Ajo verde,2023,toneladas,194340.0,A,Cifra oficial
451,España,Área cosechada,Ajo verde,2024,ha,22860.0,A,Cifra oficial
452,España,Rendimiento,Ajo verde,2024,kg/ha,10748.0,A,Cifra oficial
453,España,Producción,Ajo verde,2024,toneladas,245700.0,A,Cifra oficial
454,España,Área cosechada,Albaricoques,2005,ha,19249.0,A,Cifra oficial
455,España,Rendimiento,Albaricoques,2005,kg/ha,7125.9,A,Cifra oficial
456,España,Producción,Albaricoques,2005,toneladas,137167.0,A,Cifra oficial
457,España,Área cosechada,Albaricoques,2006,ha,18150.0,A,Cifra oficial
458,España,Rendimiento,Albaricoques,2006,kg/ha,8643.1,A,Cifra oficial
459,España,Producción,Albaricoques,2006,toneladas,156872.0,A,Cifra oficial
460,España,Área cosechada,Albaricoques,2007,ha,18338.0,A,Cifra oficial
461,España,Rendimiento,Albaricoques,2007,kg/ha,4854.6,A,Cifra oficial
462,España,Producción,Albaricoques,2007,toneladas,89023.0,A,Cifra oficial
463,España,Área cosechada,Albaricoques,2008,ha,18834.0,A,Cifra oficial
464,España,Rendimiento,Albaricoques,2008,kg/ha,5793.1,A,Cifra oficial
465,España,Producción,Albaricoques,2008,toneladas,109108.0,A,Cifra oficial
466,España,Área cosechada,Albaricoques,2009,ha,19226.0,A,Cifra oficial
467,España,Rendimiento,Albaricoques,2009,kg/ha,4952.7,A,Cifra oficial
468,España,Producción,Albaricoques,2009,toneladas,95221.0,A,Cifra oficial
469,España,Área cosechada,Albaricoques,2010,ha,18333.0,A,Cifra oficial
470,España,Rendimiento,Albaricoques,2010,kg/ha,4293.6,A,Cifra oficial
471,España,Producción,Albaricoques,2010,toneladas,78715.0,A,Cifra oficial
472,España,Área cosechada,Albaricoques,2011,ha,18729.0,A,Cifra oficial
473,España,Rendimiento,Albaricoques,2011,kg/ha,4638.8,A,Cifra oficial
474,España,Producción,Albaricoques,2011,toneladas,86880.0,A,Cifra oficial
475,España,Área cosechada,Albaricoques,2012,ha,18542.0,A,Cifra oficial
476,España,Rendimiento,Albaricoques,2012,kg/ha,6370.1,A,Cifra oficial
477,España,Producción,Albaricoques,2012,toneladas,118114.0,A,Cifra oficial
478,España,Área cosechada,Albaricoques,2013,ha,20300.0,A,Cifra oficial
479,España,Rendimiento,Albaricoques,2013,kg/ha,6492.6,A,Cifra oficial
480,España,Producción,Albaricoques,2013,toneladas,131800.0,A,Cifra oficial
481,España,Área cosechada,Albaricoques,2014,ha,18451.0,A,Cifra oficial
482,España,Rendimiento,Albaricoques,2014,kg/ha,7395.0,A,Cifra oficial
483,España,Producción,Albaricoques,2014,toneladas,136446.0,A,Cifra oficial
484,España,Área cosechada,Albaricoques,2015,ha,18822.0,A,Cifra oficial
485,España,Rendimiento,Albaricoques,2015,kg/ha,8164.2,A,Cifra oficial
486,España,Producción,Albaricoques,2015,toneladas,153667.0,A,Cifra oficial
487,España,Área cosechada,Albaricoques,2016,ha,20353.0,A,Cifra oficial
488,España,Rendimiento,Albaricoques,2016,kg/ha,6859.2,A,Cifra oficial
489,España,Producción,Albaricoques,2016,toneladas,139605.0,A,Cifra oficial
490,España,Área cosechada,Albaricoques,2017,ha,21002.0,A,Cifra oficial
491,España,Rendimiento,Albaricoques,2017,kg/ha,7755.1,A,Cifra oficial
492,España,Producción,Albaricoques,2017,toneladas,162872.0,A,Cifra oficial
493,España,Área cosechada,Albaricoques,2018,ha,20570.0,A,Cifra oficial
494,España,Rendimiento,Albaricoques,2018,kg/ha,8570.2,A,Cifra oficial
495,España,Producción,Albaricoques,2018,toneladas,176290.0,A,Cifra oficial
496,España,Área cosechada,Albaricoques,2019,ha,20240.0,A,Cifra oficial
497,España,Rendimiento,Albaricoques,2019,kg/ha,7205.0,A,Cifra oficial
498,España,Producción,Albaricoques,2019,toneladas,145830.0,A,Cifra oficial
499,España,Área cosechada,Albaricoques,2020,ha,19780.0,A,Cifra oficial
500,España,Rendimiento,Albaricoques,2020,kg/ha,6506.6,A,Cifra oficial
501,España,Producción,Albaricoques,2020,toneladas,128700.0,A,Cifra oficial
502,España,Área cosechada,Albaricoques,2021,ha,19440.0,A,Cifra oficial
503,España,Rendimiento,Albaricoques,2021,kg/ha,5901.2,A,Cifra oficial
